iso,period,index_buy,index_sell,index_2021_buy,index_2021_sell,index_direct_buy,index_direct_sell,tot_net,tot_net_direct,tot_net_2021,buy_stages,sell_stages
CHE,201902,125.81927247005724,129.53424467837843,95.48952278771544,83.63006682018212,125.7376524184831,129.37852248620564,102.95262572687764,102.89560843366544,87.58035895320339,downstream,chips+upstream
CHE,201903,125.27440377898496,131.3238962329097,95.07599908605168,84.78550397475006,125.26854729283237,131.0747354667947,104.82899321125291,104.6349928209749,89.17655853188788,downstream,chips+upstream
CHE,201904,123.08210567671975,132.84666704829777,93.4121721103907,85.76863724085219,123.07964953751365,132.57104462638478,107.93337205103157,107.71158767882113,91.8174101973502,downstream,chips+upstream
CHE,201905,124.51737356337591,134.13555120322357,94.50145710527848,86.60076829829997,124.59575863800572,133.76743831918768,107.72436597769408,107.36114919274972,91.6396116536311,downstream,chips+upstream
CHE,201906,125.39171353497565,134.72544819787663,95.1650303798907,86.98161836001415,125.45322454522332,134.18229747677174,107.44366146675036,106.95802994557687,91.40082025171529,downstream,chips+upstream
CHE,201907,123.47804410553903,136.6267625906978,93.7126663898364,88.20914742086295,123.53879872797604,136.24982397642765,110.64862873428763,110.28909571675568,94.1272410859816,downstream,chips+upstream
CHE,201908,121.76454352781579,137.07949574758214,92.4122189365084,88.50144158798422,121.82076904732017,136.71990805739603,112.57751376226186,112.23037674658615,95.76811660456819,downstream,chips+upstream
CHE,201909,121.62830019447675,137.19839662179777,92.30881815673797,88.57820652439405,121.65350066218434,136.90934838288285,112.80137632641853,112.5404099657288,95.9585533572649,downstream,chips+upstream
CHE,201910,119.54346798729658,137.77047762871487,90.72655155601929,88.94755420503112,119.51374984586789,137.42584630585526,115.24718158867132,114.98747757733976,98.03916569022276,downstream,chips+upstream
CHE,201911,117.42521664061884,139.50278057067177,89.11892176872395,90.06596587407168,117.50196960226309,138.99480067706008,118.80138232797266,118.29146451548762,101.06267455502373,downstream,chips+upstream
CHE,201912,118.11190874892195,142.63987761460697,89.64008120985456,92.091342530701,118.16926054513715,142.05049965069324,120.76671956747876,120.20934970345706,102.73455946019041,downstream,chips+upstream
CHE,202001,118.00623417434957,142.795315356097,89.55988034317801,92.19169644668256,117.99310363021449,142.2867432698145,121.00658609707224,120.58903350464895,102.93861056247495,downstream,chips+upstream
CHE,202002,117.63048721983208,142.7763230847106,89.27471022041838,92.17943463183154,117.61304877392725,142.23224322730363,121.37697161611266,120.93236652737296,103.25369234382438,downstream,chips+upstream
CHE,202003,116.63178056622137,143.53043095257593,88.51674985484007,92.66630273019264,116.58199288227169,143.07091984056248,123.06288239429048,122.72128508305752,104.68787306601008,downstream,chips+upstream
CHE,202004,116.61829167867499,143.29656820588286,88.50651257235182,92.51531596077693,116.55161679280626,142.82176303785383,122.87657977422276,122.53949534801221,104.52938803248858,downstream,chips+upstream
CHE,202005,113.73827971391057,143.36736150403914,86.32075070344806,92.56102162162307,113.73832340950307,143.009381561663,126.05022852873766,125.7354401530718,107.22916664570405,downstream,chips+upstream
CHE,202006,111.73754704416355,144.34542119230863,84.80231076885535,93.19247778433274,111.72195789007708,143.92879937687536,129.18255770842816,128.82767371342212,109.89379527445467,downstream,chips+upstream
CHE,202007,112.82235193879755,144.98532817254184,85.62561470054062,93.6056153577094,112.83486813066384,144.2901208384655,128.50762786011734,127.87724506521883,109.31964189112955,downstream,chips+upstream
CHE,202008,115.21761948639929,146.65663775904693,87.44348370088653,94.68464841760543,115.13821454415942,145.89268141859682,127.28664106478855,126.71091174741294,108.28096549937143,downstream,chips+upstream
CHE,202009,115.60210965339212,147.86620360288197,87.7352894142875,95.46556988431482,115.57982913120992,146.8230106852807,127.90960653419452,127.03169038137489,108.81091351226392,downstream,chips+upstream
